type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
blockOfFlats,102.0,4.0,4.0,4.0,2002.0,51.156974,17.0368205,5.17,2.0,1.326,1.152,0.866,0.04,0.661,3.049,0.542,condominium,yes,yes,yes,no,yes,1360000
blockOfFlats,39.46,2.0,2.0,3.0,2023.0,51.1450297,17.1164117,7.15,20.0,0.086,1.25,0.164,0.172,0.245,0.421,0.187,condominium,yes,yes,yes,no,no,629000
blockOfFlats,48.6,2.0,1.0,4.0,2002.0,51.070152,16.997609,5.04,17.0,0.227,0.459,0.562,0.086,0.294,1.93,0.161,condominium,yes,yes,yes,no,no,580000
tenement,103.0,4.0,4.0,4.0,1900.0,51.1012991,17.049343,1.72,27.0,0.293,0.616,0.701,0.186,0.244,0.058,0.171,condominium,no,yes,no,no,yes,1099000
tenement,28.06,1.0,2.0,4.0,1880.0,51.12054489,17.04831895,1.69,27.0,0.07,0.456,0.4,0.068,0.386,0.667,0.351,condominium,no,no,no,no,no,399000
blockOfFlats,53.45,2.0,3.0,3.0,2011.0,51.15384,16.90573,9.9,2.0,0.937,1.111,1.092,0.318,0.783,1.776,0.462,condominium,no,yes,yes,no,no,610000
blockOfFlats,58.0,3.0,2.0,4.0,2011.0,51.1182,17.02464,0.91,12.0,0.218,0.275,0.699,0.195,0.195,0.751,0.464,condominium,no,yes,yes,yes,no,1150000
blockOfFlats,37.0,2.0,9.0,10.0,1994.0,51.08555,17.03664,2.84,22.0,0.193,1.205,0.615,0.196,0.068,0.934,0.319,condominium,no,no,yes,no,no,500000
tenement,70.0,3.0,4.0,5.0,1920.0,51.08972292,17.03824997,2.41,40.0,0.178,1.118,0.356,0.15,0.138,0.458,0.061,condominium,no,yes,no,no,no,750000
tenement,50.53,2.0,2.0,3.0,1932.0,51.078434,17.0779896,4.92,5.0,0.269,3.426,1.087,0.207,0.373,0.953,0.505,cooperative,yes,no,no,no,no,530565
blockOfFlats,58.0,3.0,3.0,4.0,1970.0,51.0989,17.0177,1.56,29.0,0.163,0.872,0.464,0.079,0.107,0.679,0.163,cooperative,no,no,no,no,yes,645000
blockOfFlats,46.13,3.0,6.0,10.0,1990.0,51.0959712,17.01578781,1.91,24.0,0.156,1.223,0.303,0.102,0.159,0.942,0.125,condominium,yes,yes,yes,no,no,599690
tenement,63.81,3.0,2.0,2.0,1960.0,51.1036,17.1112,5.74,8.0,0.099,3.029,0.685,0.052,0.611,2.627,0.006,condominium,no,yes,no,no,yes,890000
blockOfFlats,30.39,1.0,5.0,10.0,1975.0,51.1417257,17.0923635,5.57,3.0,1.269,2.802,1.059,0.77,0.232,1.441,0.406,cooperative,no,no,yes,no,no,439000
blockOfFlats,62.0,3.0,1.0,4.0,1961.0,51.1162931,17.0553906,1.89,28.0,0.128,0.148,0.421,0.238,0.202,0.825,0.182,cooperative,yes,yes,no,no,yes,896000
apartmentBuilding,41.17,2.0,4.0,5.0,2021.0,51.1208242,16.9849201,3.33,21.0,0.413,0.522,0.319,0.231,0.369,0.83,0.316,condominium,yes,yes,yes,no,yes,758500
blockOfFlats,47.49,3.0,1.0,11.0,1970.0,51.1015,17.0129,1.56,21.0,0.329,0.878,0.35,0.168,0.047,0.646,0.282,condominium,no,no,yes,no,yes,599000
blockOfFlats,54.0,3.0,6.0,10.0,1977.0,51.126858,16.9863307,3.53,34.0,0.173,0.163,0.248,0.152,0.259,0.299,0.282,condominium,no,yes,yes,no,yes,662000
blockOfFlats,36.0,2.0,4.0,5.0,2016.0,51.129795,17.0296652,2.12,7.0,0.521,0.581,0.3,0.349,0.369,1.286,0.269,condominium,no,yes,yes,no,no,599000
blockOfFlats,26.0,1.0,3.0,4.0,1970.0,51.1016,17.1122,5.84,7.0,0.243,3.16,0.731,0.278,0.626,2.739,0.229,condominium,no,no,no,no,yes,410000
blockOfFlats,49.0,3.0,5.0,8.0,1967.0,51.1087443,17.0143368,1.1,12.0,0.419,0.705,0.387,0.28,0.393,0.222,0.582,condominium,no,yes,yes,no,yes,630000
apartmentBuilding,52.03,2.0,3.0,4.0,2010.0,51.1450297,17.1164117,7.15,20.0,0.086,1.25,0.164,0.172,0.245,0.421,0.187,condominium,yes,yes,yes,no,no,598000
blockOfFlats,47.0,2.0,3.0,5.0,1970.0,51.0924,17.0156,2.26,18.0,0.148,1.595,0.408,0.102,0.238,0.589,0.161,condominium,yes,no,yes,no,no,619000
apartmentBuilding,56.0,3.0,1.0,4.0,2019.0,51.1008268,17.0418116,1.38,33.0,0.323,0.146,0.279,0.344,0.179,0.386,0.03,condominium,yes,yes,yes,no,no,899000
blockOfFlats,51.56,2.0,1.0,3.0,2010.0,51.0608064,17.0045165,5.82,10.0,0.824,0.896,0.653,0.11,0.076,2.778,0.099,condominium,yes,yes,no,yes,yes,550000
blockOfFlats,48.0,3.0,1.0,4.0,1979.0,51.104207,17.113623,5.9,6.0,0.281,3.176,0.866,0.213,0.701,2.784,0.099,cooperative,yes,yes,no,no,yes,699000
blockOfFlats,48.85,2.0,5.0,5.0,2017.0,51.15343,17.04581,4.88,1.0,1.466,0.627,0.818,0.642,1.363,2.312,0.126,condominium,no,yes,yes,no,no,715000
tenement,73.67,3.0,4.0,4.0,1900.0,51.10286,17.01515,1.34,15.0,0.242,0.665,0.135,0.066,0.23,0.428,0.441,condominium,no,no,no,no,yes,699000
blockOfFlats,32.0,1.0,1.0,4.0,2005.0,51.1538,16.9392,7.93,4.0,0.753,2.36,0.25,0.347,1.048,1.334,0.516,condominium,no,yes,no,no,yes,480000
blockOfFlats,51.0,2.0,4.0,4.0,2021.0,51.0971,16.9478,5.92,13.0,0.251,2.137,0.521,0.196,0.046,1.331,0.2,condominium,yes,yes,yes,no,no,839000
tenement,60.0,2.0,2.0,3.0,1920.0,51.129795,17.0296652,2.12,7.0,0.521,0.581,0.3,0.349,0.369,1.286,0.269,condominium,no,yes,no,no,yes,600000
blockOfFlats,52.0,2.0,3.0,3.0,2014.0,51.0736,16.9754,5.61,1.0,0.424,1.149,0.975,0.853,0.608,2.786,0.95,condominium,yes,yes,no,yes,no,650000
blockOfFlats,63.0,4.0,4.0,4.0,1980.0,51.1364129,17.022942,2.9,8.0,0.376,1.171,0.773,0.085,0.183,2.158,0.345,condominium,yes,yes,no,no,yes,639000
blockOfFlats,54.0,3.0,7.0,10.0,1970.0,51.0996731,17.0150782,1.6,20.0,0.167,0.901,0.476,0.178,0.255,0.712,0.124,condominium,no,yes,yes,no,yes,599000
blockOfFlats,44.6,2.0,1.0,4.0,2009.0,51.1617184,16.9020774,10.56,6.0,0.338,2.023,0.558,0.289,0.487,2.583,0.567,condominium,no,yes,yes,no,no,550000
tenement,110.0,5.0,1.0,5.0,1930.0,51.1170424,17.0582592,2.11,23.0,0.25,0.333,0.391,0.088,0.185,0.938,0.251,condominium,yes,yes,no,no,yes,1499000
blockOfFlats,49.0,3.0,4.0,4.0,1972.0,51.1162281,17.0024823,2.0,25.0,0.226,0.31,0.338,0.166,0.337,0.382,0.175,condominium,no,yes,no,no,yes,640000
blockOfFlats,51.5,2.0,3.0,10.0,1963.0,51.0966555,17.0258156,1.59,40.0,0.326,1.041,0.131,0.24,0.063,0.427,0.158,cooperative,no,no,yes,no,yes,635000
blockOfFlats,49.0,2.0,4.0,5.0,1970.0,51.1032432,17.0170132,1.22,22.0,0.251,0.532,0.094,0.202,0.364,0.305,0.37,cooperative,no,no,no,no,yes,899000
blockOfFlats,82.6,3.0,3.0,3.0,2013.0,51.12358,16.9655,4.71,11.0,0.317,1.408,0.794,0.042,0.354,1.252,0.389,condominium,yes,yes,yes,no,yes,990000
apartmentBuilding,50.0,2.0,1.0,6.0,2022.0,51.1196,17.0212,1.16,9.0,0.39,0.488,0.958,0.277,0.47,0.658,0.418,condominium,yes,yes,yes,yes,no,860000
blockOfFlats,44.0,3.0,1.0,5.0,1970.0,51.14649,17.112,6.98,13.0,0.208,1.444,0.228,0.154,0.083,0.727,0.088,condominium,no,no,no,no,yes,590000
tenement,49.5,3.0,2.0,4.0,1930.0,51.1227892,17.0345733,1.39,35.0,0.217,0.308,0.14,0.206,0.141,0.449,0.134,condominium,yes,no,no,no,yes,669900
apartmentBuilding,61.52,3.0,5.0,6.0,2014.0,51.08972292,17.03824997,2.41,40.0,0.178,1.118,0.356,0.15,0.138,0.458,0.061,condominium,yes,yes,yes,no,no,999999
apartmentBuilding,72.01,3.0,3.0,5.0,2000.0,51.1106992,17.0323662,0.18,148.0,0.312,0.33,0.191,0.292,0.012,0.301,0.074,condominium,yes,yes,yes,no,no,1350000
blockOfFlats,56.0,2.0,1.0,3.0,2012.0,51.0527444,17.0609334,6.8,5.0,1.565,2.609,0.472,0.138,0.385,3.151,0.155,condominium,yes,yes,no,yes,no,699000
blockOfFlats,52.75,2.0,1.0,4.0,2012.0,51.07370873,16.99546337,4.76,14.0,0.229,0.797,0.567,0.158,0.123,1.68,0.277,condominium,yes,yes,yes,yes,no,699000
blockOfFlats,54.1,3.0,6.0,10.0,1974.0,51.1276477,16.9897248,3.37,31.0,0.214,0.208,0.128,0.162,0.33,0.502,0.191,cooperative,yes,yes,yes,no,yes,585000
blockOfFlats,72.0,4.0,1.0,6.0,1993.0,51.0840538,17.0111821,3.24,20.0,0.214,1.196,0.435,0.118,0.157,0.169,0.107,cooperative,yes,yes,yes,no,no,950000
apartmentBuilding,65.0,3.0,5.0,5.0,2023.0,51.11914,17.02132,1.11,7.0,0.387,0.513,0.925,0.242,0.43,0.626,0.451,condominium,no,yes,yes,yes,no,1299000
blockOfFlats,60.4,3.0,2.0,10.0,1982.0,51.1183,16.9563,5.2,15.0,0.311,2.186,0.663,0.161,0.716,0.682,0.135,condominium,no,yes,yes,no,no,715500
blockOfFlats,49.0,2.0,4.0,5.0,1958.0,51.104749,17.036512,0.81,51.0,0.156,0.417,0.345,0.466,0.016,0.402,0.255,condominium,no,yes,no,no,yes,600000
blockOfFlats,42.5,2.0,5.0,5.0,1990.0,51.1093,17.0248,0.38,85.0,0.201,0.392,0.15,0.372,0.007,0.085,0.176,condominium,no,no,no,no,yes,590000
blockOfFlats,71.26,3.0,1.0,4.0,2012.0,51.15503352,16.90131546,10.23,3.0,0.743,1.335,0.784,0.224,0.476,1.839,0.131,condominium,yes,yes,yes,no,yes,949000
blockOfFlats,50.0,2.0,5.0,6.0,1989.0,51.1213363,17.0322687,1.2,36.0,0.131,0.083,0.346,0.124,0.112,0.491,0.082,condominium,no,no,yes,no,no,650000
tenement,55.0,2.0,4.0,4.0,1950.0,51.1197307,17.0123315,1.58,13.0,0.063,0.948,0.522,0.245,0.499,0.55,0.304,condominium,yes,no,no,no,yes,699000
blockOfFlats,30.0,2.0,2.0,3.0,1970.0,51.1495112,17.0758417,5.38,7.0,0.333,2.187,2.049,0.146,0.389,1.038,1.101,condominium,yes,no,no,no,no,439000
blockOfFlats,51.5,2.0,3.0,10.0,1992.0,51.0893211,17.0159984,2.56,26.0,0.323,1.684,0.227,0.105,0.412,0.333,0.163,cooperative,yes,yes,yes,no,yes,635000
blockOfFlats,62.68,3.0,2.0,2.0,1960.0,51.0965717,16.9474765,5.96,12.0,0.224,2.11,0.536,0.164,0.017,1.393,0.237,condominium,no,yes,no,no,no,639000
apartmentBuilding,71.3,3.0,1.0,4.0,2012.0,51.1540002,16.9057338,9.91,2.0,0.941,1.129,1.08,0.324,0.772,1.793,0.457,condominium,yes,yes,yes,yes,no,919000
apartmentBuilding,52.0,2.0,7.0,8.0,2015.0,51.1175,17.02196,0.93,10.0,0.417,0.451,0.779,0.206,0.302,0.549,0.601,condominium,no,yes,no,no,no,840000
blockOfFlats,64.0,3.0,1.0,11.0,1970.0,51.089962,17.02793321,2.31,10.0,0.363,1.407,0.61,0.264,0.529,0.579,0.256,cooperative,no,no,yes,no,yes,670000
blockOfFlats,31.4,1.0,6.0,10.0,1970.0,51.0921,17.0221,2.14,25.0,0.159,1.536,0.354,0.123,0.279,0.475,0.225,cooperative,no,no,yes,no,no,439600
blockOfFlats,71.9,4.0,1.0,4.0,1994.0,51.12520052,16.96540832,4.77,14.0,0.402,1.398,0.614,0.217,0.19,1.241,0.209,cooperative,no,yes,no,no,no,835000
blockOfFlats,55.0,2.0,4.0,4.0,2017.0,51.0786,17.0532,3.93,6.0,0.744,1.711,0.368,0.413,0.761,1.814,0.395,condominium,yes,yes,yes,yes,no,650000
blockOfFlats,65.0,3.0,2.0,3.0,2006.0,51.0521649,17.0626071,6.9,6.0,1.497,2.737,0.461,0.127,0.395,3.128,0.24,condominium,yes,yes,no,yes,yes,729000
apartmentBuilding,42.71,2.0,7.0,9.0,2018.0,51.1058066,17.0493718,1.47,27.0,0.236,0.286,0.447,0.213,0.448,0.292,0.273,condominium,yes,no,yes,no,no,975000
apartmentBuilding,85.0,3.0,1.0,8.0,2010.0,51.1171289,17.0164501,1.17,21.0,0.137,0.836,0.573,0.184,0.46,0.245,0.44,condominium,yes,no,yes,no,no,1425000
apartmentBuilding,51.3,2.0,2.0,3.0,2008.0,51.12366728,16.96383491,4.82,8.0,0.433,1.521,0.783,0.147,0.393,1.234,0.395,condominium,no,yes,no,no,yes,699000
blockOfFlats,47.97,2.0,3.0,3.0,2016.0,51.0641357,16.9814847,6.18,7.0,0.611,1.648,0.568,0.134,0.183,3.123,0.176,condominium,no,yes,no,yes,no,639000
blockOfFlats,44.41,3.0,3.0,4.0,1964.0,51.098,17.0039,2.29,21.0,0.156,1.617,0.236,0.129,0.438,1.38,0.1,condominium,yes,yes,no,no,yes,585000
blockOfFlats,57.33,3.0,2.0,5.0,1990.0,51.11051,17.025,0.34,93.0,0.295,0.526,0.042,0.504,0.067,0.054,0.121,condominium,no,yes,no,no,yes,799000
blockOfFlats,54.12,3.0,7.0,10.0,1970.0,51.1000223,17.0134817,1.65,23.0,0.218,0.949,0.47,0.15,0.208,0.739,0.113,condominium,yes,yes,yes,no,yes,599000
apartmentBuilding,85.0,4.0,1.0,1.0,2023.0,51.1586,16.8995,10.54,3.0,0.664,1.749,0.423,0.609,0.152,2.223,0.382,condominium,yes,yes,no,no,no,899000
blockOfFlats,67.39,3.0,1.0,3.0,2010.0,51.09136,16.93176,7.17,0.0,1.344,2.737,1.133,0.965,0.659,2.537,0.758,condominium,no,yes,no,no,no,785000
blockOfFlats,37.1,2.0,6.0,11.0,1964.0,51.096,16.9996,2.67,10.0,0.248,1.958,0.587,0.325,0.81,1.392,0.473,condominium,no,yes,yes,no,yes,519000
blockOfFlats,46.23,2.0,8.0,10.0,1983.0,51.1252208,16.9680536,4.6,18.0,0.283,1.214,0.593,0.174,0.18,1.064,0.17,condominium,no,yes,yes,no,yes,580000
apartmentBuilding,53.2,2.0,4.0,8.0,2016.0,51.10776423,17.04264915,0.96,41.0,0.262,0.234,0.135,0.31,0.012,0.378,0.121,condominium,yes,yes,yes,no,no,1199000
apartmentBuilding,68.7,3.0,3.0,6.0,2023.0,51.11813,17.02078,1.04,12.0,0.445,0.538,0.811,0.141,0.404,0.521,0.493,condominium,no,yes,yes,no,no,1348501
blockOfFlats,36.28,2.0,2.0,4.0,2023.0,51.101571,17.0432506,1.38,34.0,0.193,0.27,0.409,0.227,0.307,0.293,0.153,condominium,yes,yes,yes,no,no,642156
blockOfFlats,49.98,2.0,4.0,4.0,2014.0,51.1270274,16.9665286,4.77,15.0,0.37,1.296,0.43,0.3,0.047,1.126,0.078,condominium,yes,yes,no,no,no,780000
blockOfFlats,87.0,4.0,5.0,8.0,1995.0,51.12535498,16.95972773,5.15,6.0,0.76,1.794,0.683,0.157,0.102,1.401,0.427,cooperative,no,yes,yes,no,yes,899000
blockOfFlats,63.2,3.0,3.0,4.0,2002.0,51.0729,17.0454,4.34,14.0,0.082,1.182,0.54,0.028,0.272,1.99,0.47,condominium,no,yes,no,yes,no,697000
blockOfFlats,55.2,3.0,1.0,9.0,1980.0,51.08862,17.03307,2.47,22.0,0.105,1.342,0.467,0.296,0.484,0.709,0.324,condominium,no,yes,yes,no,yes,765000
tenement,58.0,2.0,4.0,4.0,1900.0,51.1078104,17.0306317,0.33,137.0,0.091,0.455,0.197,0.074,0.048,0.237,0.17,condominium,yes,no,no,no,yes,759800
blockOfFlats,66.1,3.0,3.0,4.0,2018.0,51.15685,17.04434,5.23,3.0,1.626,1.002,1.154,0.317,1.186,2.639,0.312,condominium,no,yes,yes,no,no,849000
blockOfFlats,50.5,3.0,3.0,4.0,1978.0,51.08331866,17.00685027,3.44,15.0,0.169,1.283,0.684,0.235,0.154,0.352,0.318,condominium,no,no,no,no,yes,725000
apartmentBuilding,80.0,3.0,1.0,3.0,2014.0,51.1756,17.0023,7.47,9.0,2.432,3.69,0.176,0.063,0.251,4.654,0.241,condominium,no,yes,no,no,yes,799000
blockOfFlats,38.31,2.0,2.0,3.0,2020.0,51.0781465,17.0667095,4.44,3.0,1.032,2.639,0.431,0.453,0.738,1.682,0.395,condominium,yes,yes,yes,no,no,665000
blockOfFlats,47.0,2.0,1.0,4.0,2000.0,51.0986209,17.1030077,5.29,7.0,0.316,2.702,0.381,0.312,0.3,2.243,0.337,condominium,no,yes,yes,no,yes,749000
blockOfFlats,52.0,2.0,2.0,2.0,2000.0,51.0800549,17.0834195,5.06,6.0,0.332,3.507,1.425,0.338,0.356,0.781,0.451,condominium,no,no,no,no,no,629000
blockOfFlats,60.4,3.0,4.0,8.0,1983.0,51.1170475,16.9506855,5.57,16.0,0.182,2.602,0.809,0.13,0.815,0.834,0.07,condominium,yes,yes,yes,no,yes,690000
blockOfFlats,52.0,3.0,2.0,3.0,2005.0,51.07603,17.03419,3.87,11.0,0.681,0.355,0.527,0.248,0.458,1.166,0.124,cooperative,yes,yes,no,no,yes,685000
tenement,46.0,2.0,1.0,5.0,1902.0,51.1119168,17.0621102,2.26,33.0,0.232,0.225,0.155,0.421,0.144,0.607,0.17,condominium,yes,no,no,no,yes,513900
apartmentBuilding,72.0,3.0,6.0,6.0,2010.0,51.08972292,17.03824997,2.41,40.0,0.178,1.118,0.356,0.15,0.138,0.458,0.061,condominium,yes,no,yes,no,no,1000000
blockOfFlats,35.0,2.0,7.0,10.0,1980.0,51.126858,16.9863307,3.53,34.0,0.173,0.163,0.248,0.152,0.259,0.299,0.282,cooperative,no,yes,yes,no,yes,510000
blockOfFlats,87.0,3.0,2.0,3.0,1993.0,51.1243,16.9623,4.95,6.0,0.553,1.62,0.729,0.082,0.316,1.288,0.378,condominium,no,yes,no,no,yes,1200000
blockOfFlats,36.0,2.0,1.0,9.0,1970.0,51.09823015,16.99584492,2.75,3.0,0.524,1.769,0.798,0.128,0.659,1.517,0.468,condominium,no,yes,yes,no,no,519000
tenement,56.0,3.0,1.0,2.0,1936.0,51.0934322,17.0016132,2.75,10.0,0.279,2.055,0.342,0.187,0.592,1.077,0.538,condominium,yes,no,no,no,yes,799000
blockOfFlats,63.0,3.0,6.0,10.0,1980.0,51.1458649,17.0355841,3.93,2.0,0.456,0.551,0.404,0.732,0.509,2.595,0.545,condominium,no,no,yes,no,yes,580000
apartmentBuilding,89.0,3.0,8.0,8.0,2023.0,51.1059131,17.0429807,1.06,38.0,0.162,0.24,0.285,0.109,0.183,0.171,0.037,condominium,yes,yes,yes,no,no,1396600
blockOfFlats,52.0,2.0,3.0,4.0,2010.0,51.1458649,17.0355841,3.93,2.0,0.456,0.551,0.404,0.732,0.509,2.595,0.545,condominium,no,yes,yes,no,no,598000
blockOfFlats,67.0,3.0,10.0,10.0,1980.0,51.1144,16.9529,5.38,19.0,0.052,2.585,0.535,0.204,0.516,0.561,0.152,condominium,no,no,yes,no,no,780000
blockOfFlats,76.0,4.0,3.0,3.0,2008.0,51.1417153,17.0923242,5.56,3.0,1.266,2.799,1.06,0.768,0.229,1.438,0.403,condominium,no,yes,no,no,no,699000
blockOfFlats,55.0,2.0,1.0,4.0,2012.0,51.060308,16.9999768,5.98,6.0,0.599,0.987,0.938,0.384,0.095,2.897,0.372,condominium,yes,no,yes,no,no,730000
blockOfFlats,71.9,4.0,1.0,4.0,1994.0,51.1271528,16.9622172,5.06,8.0,0.671,1.59,0.427,0.332,0.289,1.424,0.162,cooperative,yes,yes,no,yes,yes,835000
apartmentBuilding,59.02,3.0,7.0,7.0,2007.0,51.1232,17.044,1.71,18.0,0.052,0.605,0.153,0.111,0.302,0.524,0.065,condominium,yes,yes,yes,yes,no,767000
tenement,57.27,3.0,3.0,3.0,1920.0,51.0929,17.0028,2.73,14.0,0.227,2.036,0.24,0.267,0.491,0.982,0.499,condominium,no,no,no,no,no,545000
apartmentBuilding,50.5,2.0,1.0,3.0,2022.0,51.0538,17.0607,6.69,3.0,1.527,2.57,0.583,0.257,0.49,3.073,0.238,condominium,yes,yes,yes,no,no,729900
blockOfFlats,60.0,3.0,2.0,10.0,1976.0,51.1389665,17.0492602,3.42,6.0,0.593,1.039,0.449,0.286,0.475,1.582,0.478,condominium,no,yes,yes,no,no,630000
blockOfFlats,58.7,3.0,1.0,2.0,2010.0,51.0971,16.9478,5.92,13.0,0.251,2.137,0.521,0.196,0.046,1.331,0.2,condominium,no,yes,no,no,no,789000
blockOfFlats,63.0,3.0,2.0,3.0,2018.0,51.1440215,17.1145517,6.98,14.0,0.167,1.421,0.26,0.159,0.252,0.575,0.276,condominium,yes,yes,yes,no,no,699999
blockOfFlats,38.0,2.0,2.0,2.0,1973.0,51.0893211,17.0159984,2.56,26.0,0.323,1.684,0.227,0.105,0.412,0.333,0.163,cooperative,no,no,no,no,yes,525000
blockOfFlats,83.0,5.0,9.0,10.0,1978.0,51.1214,16.9779,3.81,10.0,0.246,0.697,0.616,0.327,0.453,0.817,0.239,cooperative,no,no,yes,no,yes,899000
blockOfFlats,99.8,4.0,2.0,3.0,2006.0,51.0521586,17.0185414,6.56,5.0,0.692,0.744,0.468,0.079,0.527,3.488,0.628,cooperative,yes,yes,no,no,yes,1145000
apartmentBuilding,77.94,4.0,1.0,6.0,2023.0,51.11813,17.02078,1.04,12.0,0.445,0.538,0.811,0.141,0.404,0.521,0.493,condominium,no,yes,yes,no,no,1387043
blockOfFlats,55.48,3.0,4.0,6.0,2008.0,51.1033271,17.0112328,1.53,11.0,0.175,0.893,0.35,0.205,0.191,0.641,0.369,condominium,no,yes,yes,yes,no,997000
blockOfFlats,35.7,2.0,10.0,11.0,1980.0,51.1400039,16.9646229,5.59,10.0,0.131,1.837,0.075,0.251,0.117,1.016,0.045,condominium,yes,yes,yes,no,yes,519000
blockOfFlats,87.24,4.0,6.0,6.0,1994.0,51.1275146,16.962767,5.04,8.0,0.637,1.546,0.376,0.381,0.3,1.384,0.107,cooperative,no,yes,yes,no,yes,1090000
blockOfFlats,52.0,2.0,3.0,4.0,2010.0,51.144,17.12083,7.35,19.0,0.232,1.096,0.466,0.163,0.444,0.215,0.484,condominium,no,yes,yes,no,no,624000
blockOfFlats,86.5,4.0,4.0,7.0,2024.0,51.123858,17.0448522,1.8,16.0,0.146,0.652,0.061,0.199,0.337,0.618,0.04,condominium,yes,yes,no,no,no,1124500
blockOfFlats,59.1,3.0,6.0,10.0,1982.0,51.1379015,16.9702388,5.14,9.0,0.352,1.389,0.374,0.414,0.556,1.385,0.348,cooperative,yes,yes,yes,no,yes,639000
tenement,37.27,2.0,4.0,4.0,1920.0,51.1221922258955,17.0400484224241,1.46,31.0,0.079,0.32,0.34,0.083,0.153,0.282,0.15,condominium,yes,no,no,no,yes,415000
apartmentBuilding,80.73,4.0,5.0,5.0,2021.0,51.1288788,17.0535016,2.61,10.0,0.176,0.594,0.275,0.275,0.48,1.44,0.224,condominium,yes,no,yes,no,no,1198800
tenement,85.0,3.0,1.0,5.0,1902.0,51.11878,17.04076,1.18,39.0,0.229,0.312,0.087,0.226,0.231,0.173,0.125,condominium,no,no,no,no,yes,1290000
blockOfFlats,38.4,2.0,4.0,10.0,1963.0,51.0991,17.0006,2.41,13.0,0.311,1.607,0.478,0.136,0.621,1.321,0.322,cooperative,yes,yes,yes,no,yes,477000
blockOfFlats,44.11,2.0,2.0,2.0,2023.0,51.1813521,16.99948323,8.14,5.0,2.331,4.348,0.544,0.398,0.421,4.994,0.463,condominium,no,yes,yes,no,no,625000
blockOfFlats,99.8,4.0,2.0,3.0,2006.0,51.05763,17.01364,6.01,20.0,0.943,0.756,0.236,0.212,0.067,2.933,0.287,condominium,no,yes,no,no,yes,1145000
apartmentBuilding,26.1,1.0,4.0,5.0,2020.0,51.10611947,17.01544138,1.12,12.0,0.253,0.553,0.252,0.229,0.344,0.319,0.479,condominium,no,no,yes,no,no,550000
blockOfFlats,53.3,3.0,1.0,10.0,1980.0,51.1384,16.9647,5.49,10.0,0.25,1.723,0.188,0.383,0.21,1.153,0.161,cooperative,no,no,yes,no,no,520000
blockOfFlats,38.6,2.0,3.0,3.0,2000.0,51.1078852,17.0385376,0.69,76.0,0.123,0.06,0.333,0.221,0.096,0.32,0.179,condominium,no,no,no,no,yes,487000
apartmentBuilding,70.0,3.0,5.0,5.0,2019.0,51.1208242,16.9849201,3.33,21.0,0.413,0.522,0.319,0.231,0.369,0.83,0.316,condominium,yes,yes,yes,yes,no,1365000
blockOfFlats,63.0,3.0,3.0,3.0,2002.0,51.0737,17.04499,4.25,15.0,0.062,1.133,0.472,0.054,0.215,1.915,0.383,condominium,no,yes,no,no,no,698000
blockOfFlats,58.22,4.0,3.0,4.0,1965.0,51.1100092,17.0358656,0.43,132.0,0.204,0.085,0.127,0.084,0.097,0.241,0.14,condominium,yes,no,no,no,no,739999
apartmentBuilding,81.64,3.0,3.0,5.0,2016.0,51.1014915,17.0476057,1.61,34.0,0.178,0.51,0.662,0.085,0.249,0.133,0.21,condominium,no,yes,yes,no,no,1395000
apartmentBuilding,50.0,2.0,3.0,4.0,2014.0,51.0797669,17.063254,4.16,4.0,0.969,2.425,0.17,0.174,0.845,1.582,0.095,condominium,yes,yes,yes,no,no,770000
blockOfFlats,41.0,2.0,4.0,10.0,1970.0,51.114179,17.0090645,1.5,32.0,0.028,0.422,0.26,0.094,0.242,0.024,0.033,condominium,no,no,yes,no,no,499000
tenement,45.0,2.0,1.0,3.0,1930.0,51.09182694,17.00254602,2.83,12.0,0.259,2.135,0.226,0.285,0.43,0.895,0.502,condominium,no,no,no,no,no,495000
blockOfFlats,65.02,3.0,2.0,2.0,1954.0,51.11441,16.97895,3.57,2.0,0.502,1.315,0.827,0.237,0.718,0.526,1.013,condominium,no,no,no,yes,yes,690000
apartmentBuilding,39.97,2.0,7.0,10.0,2023.0,51.1087443,17.0143368,1.1,12.0,0.419,0.705,0.387,0.28,0.393,0.222,0.582,condominium,no,yes,yes,no,no,815000
blockOfFlats,44.13,2.0,4.0,6.0,2010.0,51.095973,16.9995961,2.67,10.0,0.249,1.961,0.589,0.322,0.812,1.39,0.475,condominium,yes,yes,yes,no,no,589999
apartmentBuilding,80.0,3.0,2.0,3.0,2008.0,51.0616,17.0061,5.7,10.0,0.891,0.821,0.512,0.129,0.162,2.676,0.181,condominium,yes,yes,no,yes,yes,940000
apartmentBuilding,37.26,2.0,6.0,7.0,2022.0,51.0997111,16.9984643,2.51,6.0,0.457,1.564,0.639,0.029,0.764,1.296,0.484,condominium,yes,yes,yes,yes,no,715000
apartmentBuilding,65.96,3.0,4.0,8.0,2017.0,51.118126,17.0207809,1.04,12.0,0.445,0.538,0.811,0.141,0.404,0.521,0.494,condominium,no,yes,yes,no,no,1320000
apartmentBuilding,39.0,2.0,2.0,4.0,2023.0,51.0575,17.0533,6.14,1.0,1.476,2.016,1.063,0.862,0.415,3.181,0.748,condominium,yes,yes,yes,yes,no,610000
